CNN,streetname,from_st,to_st,cardinal,addrange,limits,location,theOrder
33484000,HOLLOWAY AVE,FONT BLVD \ TAPIA DR,,,,FONT BLVD \ TAPIA DR intersection,,16974
33485000,FONT BLVD,ARBALLO DR \ TAPIA DR,,,,ARBALLO DR \ TAPIA DR intersection,,13619
33485000,ARBALLO DR,FONT BLVD \ TAPIA DR,,,,FONT BLVD \ TAPIA DR intersection,,5201
33485000,TAPIA DR,ARBALLO DR \ FONT BLVD,,,,ARBALLO DR \ FONT BLVD intersection,,31375
33486000,ACEVEDO AVE,VIDAL DR,,,,VIDAL DR intersection,,4423
33486000,VIDAL DR,ACEVEDO AVE,,,,ACEVEDO AVE intersection,,33573
33487000,HIGUERA AVE,VIDAL DR,,,,VIDAL DR intersection,,16758
33487000,VIDAL DR,HIGUERA AVE,,,,HIGUERA AVE intersection,,33575
33488000,UNNAMED 112,VIDAL DR,,,,VIDAL DR intersection,,32760
33488000,VIDAL DR,UNNAMED 112,,,,UNNAMED 112 intersection,,33586
33489000,CRESPI DR,END,,,,END intersection,,10586
33490000,GONZALEZ DR,CRESPI DR \ SERRANO DR,,,,CRESPI DR \ SERRANO DR intersection,,15213
33490000,CRESPI DR,GONZALEZ DR \ SERRANO DR,,,,GONZALEZ DR \ SERRANO DR intersection,,10582
33490000,SERRANO DR,CRESPI DR \ GONZALEZ DR,,,,CRESPI DR \ GONZALEZ DR intersection,,29789
33491000,SERRANO DR,CRESPI DR \ VARELA AVE,,,,CRESPI DR \ VARELA AVE intersection,,29791
33491000,VARELA AVE,CRESPI DR \ SERRANO DR,,,,CRESPI DR \ SERRANO DR intersection,,33298
33491000,CRESPI DR,SERRANO DR \ VARELA AVE,,,,SERRANO DR \ VARELA AVE intersection,,10587
33492000,CRESPI DR,GONZALEZ DR \ UNNAMED 106,,,,GONZALEZ DR \ UNNAMED 106 intersection,,10584
33492000,GONZALEZ DR,CRESPI DR \ UNNAMED 106,,,,CRESPI DR \ UNNAMED 106 intersection,,15215
33492000,UNNAMED 106,CRESPI DR \ GONZALEZ DR,,,,CRESPI DR \ GONZALEZ DR intersection,,32751
33493000,ALEMANY BLVD,FARRAGUT AVE,,,,FARRAGUT AVE intersection,,4677
33493000,FARRAGUT AVE,ALEMANY BLVD,,,,ALEMANY BLVD intersection,,12921
33494000,DIGBY ST,EVERSON ST,,,,EVERSON ST intersection,,11340
33494000,EVERSON ST,DIGBY ST,,,,DIGBY ST intersection,,12754
33495000,COLLEEN WAY,TOPAZ WAY,,,,TOPAZ WAY intersection,,10024
33495000,TOPAZ WAY,COLLEEN WAY,,,,COLLEEN WAY intersection,,32018
33496000,DIAMOND ST,END,,,,END intersection,,11280
33497000,DIAMOND HEIGHTS BLVD,SAFIRA LN,,,,SAFIRA LN intersection,,11206
33497000,SAFIRA LN,DIAMOND HEIGHTS BLVD,,,,DIAMOND HEIGHTS BLVD intersection,,28628
33498000,PORTOLA DR,GLENVIEW DR,,,,GLENVIEW DR intersection,,26918
33498000,GLENVIEW DR,PORTOLA DR,,,,PORTOLA DR intersection,,15044
33499000,GOLD MINE DR,OPALO LN,,,,OPALO LN intersection,,15114
33499000,OPALO LN,GOLD MINE DR,,,,GOLD MINE DR intersection,,25329
33501000,ROSSMOOR DR,ELMHURST DR,,,,ELMHURST DR intersection,,28374
33501000,ELMHURST DR,ROSSMOOR DR,,,,ROSSMOOR DR intersection,,12402
33502000,EUCALYPTUS DR,JUNIPERO SERRA BLVD,,,,JUNIPERO SERRA BLVD intersection,,12567
33502000,JUNIPERO SERRA BLVD,EUCALYPTUS DR,,,,EUCALYPTUS DR intersection,,19232
33504000,EUCALYPTUS DR,MEADOWBROOK DR,,,,MEADOWBROOK DR intersection,,12593
33504000,MEADOWBROOK DR,EUCALYPTUS DR,,,,EUCALYPTUS DR intersection,,22703
33505000,EVERGLADE DR,EMERALD LN,,,,EMERALD LN intersection,,12742
33505000,EMERALD LN,EVERGLADE DR,,,,EVERGLADE DR intersection,,12453
33506000,EMERALD LN,SPRINGFIELD DR,,,,SPRINGFIELD DR intersection,,12451
33506000,SPRINGFIELD DR,EMERALD LN,,,,EMERALD LN intersection,,30572
33507000,EMERALD LN,RIVERTON DR,,,,RIVERTON DR intersection,,12449
33507000,RIVERTON DR,EMERALD LN,,,,EMERALD LN intersection,,28132
33508000,CLEARFIELD DR,LAKE MERCED BLVD,,,,LAKE MERCED BLVD intersection,,9741
33508000,LAKE MERCED BLVD,CLEARFIELD DR,,,,CLEARFIELD DR intersection,,20045
33509000,LANCASTER LN,LAKESHORE DR,,,,LAKESHORE DR intersection,,20215
33509000,LAKESHORE DR,LANCASTER LN,,,,LANCASTER LN intersection,,20166
33510000,BROOKHAVEN LN,HUNTINGTON DR,,,,HUNTINGTON DR intersection,,7442
33510000,HUNTINGTON DR,BROOKHAVEN LN,,,,BROOKHAVEN LN intersection,,17215
33511000,HUNTINGTON DR,COUNTRY CLUB DR,,,,COUNTRY CLUB DR intersection,,17213
33511000,COUNTRY CLUB DR,HUNTINGTON DR,,,,HUNTINGTON DR intersection,,10491
33512000,LAKE MERCED BLVD,WINSTON DR,,,,WINSTON DR intersection,,20051
33512000,WINSTON DR,LAKE MERCED BLVD,,,,LAKE MERCED BLVD intersection,,34574
33513000,WINSTON DR,BUCKINGHAM WAY,,,,BUCKINGHAM WAY intersection,,34568
33513000,BUCKINGHAM WAY,WINSTON DR,,,,WINSTON DR intersection,,7764
33514000,WYTON LN,JUNIPERO SERRA BLVD,,,,JUNIPERO SERRA BLVD intersection,,34705
33514000,JUNIPERO SERRA BLVD,WYTON LN,,,,WYTON LN intersection,,19244
33515000,HOLLOWAY AVE,JUNIPERO SERRA BLVD,,,,JUNIPERO SERRA BLVD intersection,,16953
33515000,JUNIPERO SERRA BLVD,HOLLOWAY AVE,,,,HOLLOWAY AVE intersection,,19246
33516000,STRATFORD DR,JUNIPERO SERRA BLVD,,,,JUNIPERO SERRA BLVD intersection,,31036
33516000,JUNIPERO SERRA BLVD,STRATFORD DR,,,,STRATFORD DR intersection,,19248
33518000,SKYLINE BLVD,LAKE MERCED BLVD,,,,LAKE MERCED BLVD intersection,,30230
33518000,LAKE MERCED BLVD,SKYLINE BLVD,,,,SKYLINE BLVD intersection,,20040
33519000,ZOO RD,LAKE MERCED BLVD \ SKYLINE BLVD,,,,LAKE MERCED BLVD \ SKYLINE BLVD intersection,,34859
33519000,SKYLINE BLVD,LAKE MERCED BLVD \ ZOO RD,,,,LAKE MERCED BLVD \ ZOO RD intersection,,30232
33519000,LAKE MERCED BLVD,SKYLINE BLVD \ ZOO RD,,,,SKYLINE BLVD \ ZOO RD intersection,,20037
33521000,SKYLINE BLVD,GREAT HWY,,,,GREAT HWY intersection,,30238
33521000,GREAT HWY,SKYLINE BLVD,,,,SKYLINE BLVD intersection,,15555
33522000,STILL ST,BADGER ST,,,,BADGER ST intersection,,30872
33522000,BADGER ST,STILL ST,,,,STILL ST intersection,,5839
33523000,SAN JOSE AVE,END,,,,END intersection,,28989
33524000,SAN JOSE AVE,RIDGE LN,,,,RIDGE LN intersection,,28991
33524000,RIDGE LN,SAN JOSE AVE,,,,SAN JOSE AVE intersection,,27986
33529000,HEAD ST,STANLEY ST,,,,STANLEY ST intersection,,16605
33529000,STANLEY ST,HEAD ST,,,,HEAD ST intersection,,30617
33530000,MORNINGSIDE DR,CLEARFIELD DR,,,,CLEARFIELD DR intersection,,23858
33530000,CLEARFIELD DR,MORNINGSIDE DR,,,,MORNINGSIDE DR intersection,,9733
33531000,CAMBON DR,CARDENAS AVE,,,,CARDENAS AVE intersection,,8340
33531000,CARDENAS AVE,CAMBON DR,,,,CAMBON DR intersection,,8540
33537000,JUNIPERO SERRA BLVD,WOODACRE DR,,,,WOODACRE DR intersection,,19228
33537000,WOODACRE DR,JUNIPERO SERRA BLVD,,,,JUNIPERO SERRA BLVD intersection,,34620
33538000,OCEAN AVE,JUNIPERO SERRA BLVD,,,,JUNIPERO SERRA BLVD intersection,,24988
33538000,JUNIPERO SERRA BLVD,OCEAN AVE,,,,OCEAN AVE intersection,,19230
33539000,LAKE MERCED BLVD,JOHN MUIR DR,,,,JOHN MUIR DR intersection,,20076
33539000,JOHN MUIR DR,LAKE MERCED BLVD,,,,LAKE MERCED BLVD intersection,,18824
33540000,BROTHERHOOD WAY,LAKE MERCED BLVD,,,,LAKE MERCED BLVD intersection,,7487
33540000,LAKE MERCED BLVD,BROTHERHOOD WAY,,,,BROTHERHOOD WAY intersection,,20067
33541000,FONT BLVD,LAKE MERCED BLVD,,,,LAKE MERCED BLVD intersection,,13622
33541000,LAKE MERCED BLVD,FONT BLVD,,,,FONT BLVD intersection,,20058
33542000,ELMHURST DR,GLADIOLUS LN,,,,GLADIOLUS LN intersection,,12400
33542000,GLADIOLUS LN,ELMHURST DR,,,,ELMHURST DR intersection,,15017
33543000,EUCALYPTUS DR,GLADIOLUS LN,,,,GLADIOLUS LN intersection,,12569
33543000,GLADIOLUS LN,EUCALYPTUS DR,,,,EUCALYPTUS DR intersection,,15015
33544000,PACIFIC AVE,LAUREL ST,,,,LAUREL ST intersection,,25832
33544000,LAUREL ST,PACIFIC AVE,,,,PACIFIC AVE intersection,,20426
33545000,PACIFIC AVE,LOCUST ST,,,,LOCUST ST intersection,,25834
33545000,LOCUST ST,PACIFIC AVE,,,,PACIFIC AVE intersection,,21176
33546000,PACIFIC AVE,SPRUCE ST,,,,SPRUCE ST intersection,,25836
33546000,SPRUCE ST,PACIFIC AVE,,,,PACIFIC AVE intersection,,30580
33547000,MARINA BLVD,END,,,,END intersection,,21956
33549000,EL CAMINO DEL MAR,SEACLIFF AVE,,,,SEACLIFF AVE intersection,,12190
33549000,SEACLIFF AVE,EL CAMINO DEL MAR,,,,EL CAMINO DEL MAR intersection,,29697
33550000,27TH AVE,AUTOMOBILE DR,,,,AUTOMOBILE DR intersection,,3280
33550000,AUTOMOBILE DR,27TH AVE,,,,27TH AVE intersection,,5588
33551000,26TH AVE,AUTOMOBILE DR,,,,AUTOMOBILE DR intersection,,3132
33551000,AUTOMOBILE DR,26TH AVE,,,,26TH AVE intersection,,5586
33552000,25TH AVE NORTH,25TH AVE,,,,25TH AVE intersection,,2993
33553000,TERRA VISTA AVE,SONORA LN,,,,SONORA LN intersection,,31694
33553000,SONORA LN,TERRA VISTA AVE,,,,TERRA VISTA AVE intersection,,30397
33554000,PINAR LN,BAKER ST,,,,BAKER ST intersection,,26542
33554000,BAKER ST,PINAR LN,,,,PINAR LN intersection,,5871
33555000,ANZAVISTA AVE,ARBOL LN,,,,ARBOL LN intersection,,5161
33555000,ARBOL LN,ANZAVISTA AVE,,,,ANZAVISTA AVE intersection,,5224
33556000,JEAN WAY,ANZA ST,,,,ANZA ST intersection,,18582
33556000,ANZA ST,JEAN WAY,,,,JEAN WAY intersection,,5039
33557000,EWING TER,JEAN WAY,,,,JEAN WAY intersection,,12763
33557000,JEAN WAY,EWING TER,,,,EWING TER intersection,,18584
33558000,EWING TER,END,,,,END intersection,,12761
33559000,POINT LOBOS AVE,GREAT HWY,,,,GREAT HWY intersection,,26749
33559000,GREAT HWY,POINT LOBOS AVE,,,,POINT LOBOS AVE intersection,,15535
33560000,LINCOLN WAY,03RD AVE \ KEZAR DR,,,,03RD AVE \ KEZAR DR intersection,,20939
33560000,KEZAR DR,03RD AVE \ LINCOLN WAY,,,,03RD AVE \ LINCOLN WAY intersection,,19569
33560000,03RD AVE,KEZAR DR \ LINCOLN WAY,,,,KEZAR DR \ LINCOLN WAY intersection,,116
33561000,07TH AVE,LINCOLN WAY,,,,LINCOLN WAY intersection,,648
33561000,LINCOLN WAY,07TH AVE,,,,07TH AVE intersection,,20952
33562000,14TH AVE,AERIAL WAY,,,,AERIAL WAY intersection,,1201
33562000,AERIAL WAY,14TH AVE,,,,14TH AVE intersection,,4475
33563000,YORBA ST,SUNSET BLVD,,,,SUNSET BLVD intersection,,34771
33563000,SUNSET BLVD,YORBA ST,,,,YORBA ST intersection,,31174
33564000,41ST AVE,YORBA ST,,,,YORBA ST intersection,,4082
33564000,YORBA ST,41ST AVE,,,,41ST AVE intersection,,34783
33565000,DE FOREST WAY,FLINT ST,,,,FLINT ST intersection,,10918
33565000,FLINT ST,DE FOREST WAY,,,,DE FOREST WAY intersection,,13355
33566000,BEAVER ST,DE FOREST WAY,,,,DE FOREST WAY intersection,,6547
33566000,DE FOREST WAY,BEAVER ST,,,,BEAVER ST intersection,,10916
33567000,MARKET ST,19TH ST,,,,19TH ST intersection,,22201
33567000,19TH ST,MARKET ST,,,,MARKET ST intersection,,2142
33568000,MARKET ST,DIXIE ALY,,,,DIXIE ALY intersection,,22219
33568000,DIXIE ALY,MARKET ST,,,,MARKET ST intersection,,11484
33569000,MARKET ST,ARGENT ALY,,,,ARGENT ALY intersection,,22231
33569000,ARGENT ALY,MARKET ST,,,,MARKET ST intersection,,5291
33570000,ARGENT ALY,MARKET ST,,,,MARKET ST intersection,,5295
33570000,MARKET ST,ARGENT ALY,,,,ARGENT ALY intersection,,22221
33571000,PEMBERTON PL,CLAYTON ST,,,,CLAYTON ST intersection,,26220
33571000,CLAYTON ST,PEMBERTON PL,,,,PEMBERTON PL intersection,,9724
33572000,CLARENDON AVE,GALEWOOD CIR,,,,GALEWOOD CIR intersection,,9575
33572000,GALEWOOD CIR,CLARENDON AVE,,,,CLARENDON AVE intersection,,14288
33573000,09TH AVE,END,,,,END intersection,,845
33574000,09TH AVE,UNNAMED 031,,,,UNNAMED 031 intersection,,847
33574000,UNNAMED 031,09TH AVE,,,,09TH AVE intersection,,32602
33575000,09TH AVE,UNNAMED 030,,,,UNNAMED 030 intersection,,851
33575000,UNNAMED 030,09TH AVE,,,,09TH AVE intersection,,32601
33576000,09TH AVE,END,,,,END intersection,,849
33577000,SAN MARCOS AVE,UNNAMED 031 \ UNNAMED 032,,,,UNNAMED 031 \ UNNAMED 032 intersection,,29172
33577000,UNNAMED 032,SAN MARCOS AVE \ UNNAMED 031,,,,SAN MARCOS AVE \ UNNAMED 031 intersection,,32605
33577000,UNNAMED 031,SAN MARCOS AVE \ UNNAMED 032,,,,SAN MARCOS AVE \ UNNAMED 032 intersection,,32604
33578000,CASTENADA AVE,UNNAMED 032,,,,UNNAMED 032 intersection,,8748
33578000,UNNAMED 032,CASTENADA AVE,,,,CASTENADA AVE intersection,,32607
33579000,ORD ST,SATURN ST,,,,SATURN ST intersection,,25355
33579000,SATURN ST,ORD ST,,,,ORD ST intersection,,29534
33580000,BUENA VISTA AVE EAST,BUENA VISTA AVE \ UNNAMED 080,,,,BUENA VISTA AVE \ UNNAMED 080 intersection,,7778
33580000,UNNAMED 080,BUENA VISTA AVE,,,,BUENA VISTA AVE intersection,,32690
33580000,BUENA VISTA AVE WEST,BUENA VISTA AVE \ UNNAMED 080,,,,BUENA VISTA AVE \ UNNAMED 080 intersection,,7779
33583000,UNNAMED 036,CASTENADA AVE,,,,CASTENADA AVE intersection,,32617
33583000,CASTENADA AVE,UNNAMED 036,,,,UNNAMED 036 intersection,,8742
33584000,MAGELLAN AVE,UNNAMED 036,,,,UNNAMED 036 intersection,,21679
33584000,UNNAMED 036,MAGELLAN AVE,,,,MAGELLAN AVE intersection,,32619
33585000,VENTURA AVE,UNNAMED 035,,,,UNNAMED 035 intersection,,33353
33585000,UNNAMED 035,VENTURA AVE,,,,VENTURA AVE intersection,,32614
33586000,VENTURA AVE,UNNAMED 033,,,,UNNAMED 033 intersection,,33355
33586000,UNNAMED 033,VENTURA AVE,,,,VENTURA AVE intersection,,32608
33587000,UNNAMED 035,END,,,,END intersection,,32616
33588000,UNNAMED 034,PACHECO ST,,,,PACHECO ST intersection,,32611
33588000,PACHECO ST,UNNAMED 034,,,,UNNAMED 034 intersection,,25653
33589000,UNNAMED 034,SOTELO AVE,,,,SOTELO AVE intersection,,32613
33589000,SOTELO AVE,UNNAMED 034,,,,UNNAMED 034 intersection,,30404
33590000,FOREST SIDE AVE,TARAVAL ST,,,,TARAVAL ST intersection,,13657
33590000,TARAVAL ST,FOREST SIDE AVE,,,,FOREST SIDE AVE intersection,,31404
33591000,UNNAMED 037,JUANITA WAY,,,,JUANITA WAY intersection,,32620
33591000,JUANITA WAY,UNNAMED 037,,,,UNNAMED 037 intersection,,19005
33592000,ROCKDALE DR,UNNAMED 038,,,,UNNAMED 038 intersection,,28204
33592000,UNNAMED 038,ROCKDALE DR,,,,ROCKDALE DR intersection,,32623
33593000,PORTOLA DR,UNNAMED 039,,,,UNNAMED 039 intersection,,26937
33593000,UNNAMED 039,PORTOLA DR,,,,PORTOLA DR intersection,,32626
33594000,JUANITA WAY,UNNAMED 039,,,,UNNAMED 039 intersection,,19001
33594000,UNNAMED 039,JUANITA WAY,,,,JUANITA WAY intersection,,32628
33595000,EL SERENO CT,MARIETTA DR,,,,MARIETTA DR intersection,,12224
33595000,MARIETTA DR,EL SERENO CT,,,,EL SERENO CT intersection,,21907
33596000,PACHECO ST,VASQUEZ AVE,,,,VASQUEZ AVE intersection,,25637
33596000,VASQUEZ AVE,PACHECO ST,,,,PACHECO ST intersection,,33316
33597000,FAXON AVE,END,,,,END intersection,,12958
33598000,MONTEREY BLVD,FAXON AVE,,,,FAXON AVE intersection,,23609
33598000,FAXON AVE,MONTEREY BLVD,,,,MONTEREY BLVD intersection,,12960
33599000,PLYMOUTH AVE,END,,,,END intersection,,26722
33600000,PLYMOUTH AVE,END,,,,END intersection,,26708
33601000,PLYMOUTH AVE,SOUTHWOOD DR,,,,SOUTHWOOD DR intersection,,26710
33601000,SOUTHWOOD DR,PLYMOUTH AVE,,,,PLYMOUTH AVE intersection,,30507
33603000,BELLEVUE AVE,GUTTENBERG ST,,,,GUTTENBERG ST intersection,,6626
33603000,GUTTENBERG ST,BELLEVUE AVE,,,,BELLEVUE AVE intersection,,15984
33604000,CIRCULAR AVE,STAPLES AVE,,,,STAPLES AVE intersection,,9517
33604000,STAPLES AVE,CIRCULAR AVE,,,,CIRCULAR AVE intersection,,30679
33605000,SCHWERIN ST,VELASCO AVE,,,,VELASCO AVE intersection,,29584
33605000,VELASCO AVE,SCHWERIN ST,,,,SCHWERIN ST intersection,,33329
33606000,UNNAMED 041,SAN JUAN AVE,,,,SAN JUAN AVE intersection,,32636
33606000,SAN JUAN AVE,UNNAMED 041,,,,UNNAMED 041 intersection,,29140
33607000,SANTA YSABEL AVE,UNNAMED 041,,,,UNNAMED 041 intersection,,29423
33607000,UNNAMED 041,SANTA YSABEL AVE,,,,SANTA YSABEL AVE intersection,,32634
33609000,FAXON AVE,SOUTHWOOD DR,,,,SOUTHWOOD DR intersection,,12948
33609000,SOUTHWOOD DR,FAXON AVE,,,,FAXON AVE intersection,,30513
33610000,FAXON AVE,END,,,,END intersection,,12946
33611000,MONTEREY BLVD,DETROIT ST,,,,DETROIT ST intersection,,23574
33611000,DETROIT ST,MONTEREY BLVD,,,,MONTEREY BLVD intersection,,11173
33612000,SLOAT BLVD,CRANLEIGH DR,,,,CRANLEIGH DR intersection,,30261
33612000,CRANLEIGH DR,SLOAT BLVD,,,,SLOAT BLVD intersection,,10520
33613000,PLUM ST,SOUTH VAN NESS AVE,,,,SOUTH VAN NESS AVE intersection,,26680
33613000,SOUTH VAN NESS AVE,PLUM ST,,,,PLUM ST intersection,,30459
33614000,DIVISION ST,09TH ST,,,,09TH ST intersection,,11466
33614000,09TH ST,DIVISION ST,,,,DIVISION ST intersection,,885
33615000,SANCHEZ ST,LIBERTY ST,,,,LIBERTY ST intersection,,29233
33615000,LIBERTY ST,SANCHEZ ST,,,,SANCHEZ ST intersection,,20790
33616000,20TH ST,NOE ST,,,,NOE ST intersection,,2290
33616000,NOE ST,20TH ST,,,,20TH ST intersection,,24488
33617000,MARIPOSA ST,SAN BRUNO AVE,,,,SAN BRUNO AVE intersection,,22015
33617000,SAN BRUNO AVE,MARIPOSA ST,,,,MARIPOSA ST intersection,,28824
33618000,DIVISION ST,KING ST,,,,KING ST intersection,,11452
33618000,KING ST,DIVISION ST,,,,DIVISION ST intersection,,19593
33619000,DIVISION ST,TOWNSEND ST,,,,TOWNSEND ST intersection,,11460
33619000,TOWNSEND ST,DIVISION ST,,,,DIVISION ST intersection,,32076
33620000,DIVISION ST,08TH ST,,,,08TH ST intersection,,11456
33620000,08TH ST,DIVISION ST,,,,DIVISION ST intersection,,785
33621000,20TH ST,UNNAMED 042,,,,UNNAMED 042 intersection,,2207
33621000,UNNAMED 042,20TH ST,,,,20TH ST intersection,,32645
33622000,UNNAMED 043,UNNAMED 042,,,,UNNAMED 042 intersection,,32648
33622000,UNNAMED 042,UNNAMED 043,,,,UNNAMED 043 intersection,,32643
33623000,UNNAMED 044,UNNAMED 042,,,,UNNAMED 042 intersection,,32649
33623000,UNNAMED 042,UNNAMED 044,,,,UNNAMED 044 intersection,,32641
33624000,UNNAMED 043,UNNAMED 042,,,,UNNAMED 042 intersection,,32646
33624000,UNNAMED 042,UNNAMED 043,,,,UNNAMED 043 intersection,,32639
33625000,MARINA BLVD,LYON ST,,,,LYON ST intersection,,21954
33625000,LYON ST,MARINA BLVD,,,,MARINA BLVD intersection,,21563
33626000,22ND ST,UTAH ST,,,,UTAH ST intersection,,2530
33626000,UTAH ST,22ND ST,,,,22ND ST intersection,,32922
33627000,ILLINOIS ST,HUMBOLDT ST,,,,HUMBOLDT ST intersection,,17883
33627000,HUMBOLDT ST,ILLINOIS ST,,,,ILLINOIS ST intersection,,17193
33629000,MCKINNON AVE,SELBY ST,,,,SELBY ST intersection,,22665
33629000,SELBY ST,MCKINNON AVE,,,,MCKINNON AVE intersection,,29743
33630000,HILTON ST,BAY SHORE BLVD \ INDUSTRIAL ST ON RAMP,,,,BAY SHORE BLVD \ INDUSTRIAL ST ON RAMP intersection,,16805
33630000,INDUSTRIAL ST ON RAMP,BAY SHORE BLVD \ HILTON ST,,,,BAY SHORE BLVD \ HILTON ST intersection,,17994
33630000,BAY SHORE BLVD,HILTON ST \ INDUSTRIAL ST ON RAMP,,,,HILTON ST \ INDUSTRIAL ST ON RAMP intersection,,6288
33634000,HILLVIEW CT,CASHMERE ST,,,,CASHMERE ST intersection,,16795
33634000,CASHMERE ST,HILLVIEW CT,,,,HILLVIEW CT intersection,,8710
33635000,LINDSAY CIR,LA SALLE AVE,,,,LA SALLE AVE intersection,,21106
33635000,LA SALLE AVE,LINDSAY CIR,,,,LINDSAY CIR intersection,,19858
33636000,ALEMANY BLVD,CONGDON ST \ JUSTIN DR,,,,CONGDON ST \ JUSTIN DR intersection,,4731
33636000,CONGDON ST,ALEMANY BLVD \ JUSTIN DR,,,,ALEMANY BLVD \ JUSTIN DR intersection,,10175
33636000,JUSTIN DR,ALEMANY BLVD \ CONGDON ST,,,,ALEMANY BLVD \ CONGDON ST intersection,,19273
33637000,PRESIDIO TER,END,,,,END intersection,,27353
33638000,SFGH ACCESS,23RD ST,,,,23RD ST intersection,,29825
33638000,23RD ST,SFGH ACCESS,,,,SFGH ACCESS intersection,,2687
33639000,ARELIOUS WALKER DR,SHAFTER AVE,,,,SHAFTER AVE intersection,,5274
33639000,SHAFTER AVE,ARELIOUS WALKER DR,,,,ARELIOUS WALKER DR intersection,,29826
33640000,JUNIPERO SERRA BLVD,WOODACRE DR,,,,WOODACRE DR intersection,,19181
33640000,WOODACRE DR,JUNIPERO SERRA BLVD,,,,JUNIPERO SERRA BLVD intersection,,34622
33641000,GIANTS DR,END,,,,END intersection,,14906
33642000,GIANTS DR,JAMESTOWN AVE,,,,JAMESTOWN AVE intersection,,14904
33642000,JAMESTOWN AVE,GIANTS DR,,,,GIANTS DR intersection,,18510
33644000,DONAHUE ST,EGBERT AVE,,,,EGBERT AVE intersection,,11610
33644000,EGBERT AVE,DONAHUE ST,,,,DONAHUE ST intersection,,12161
33645000,LE CONTE AVE,LE CONTE CIR,,,,LE CONTE CIR intersection,,20564
33645000,LE CONTE CIR,LE CONTE AVE,,,,LE CONTE AVE intersection,,20575
33646000,CANDLESTICK POINT SRA,HUNTERS POINT EXPY,,,,HUNTERS POINT EXPY intersection,,8444
33646000,HUNTERS POINT EXPY,CANDLESTICK POINT SRA,,,,CANDLESTICK POINT SRA intersection,,17210
33647000,SAN BRUNO AVE,BACON ST,,,,BACON ST intersection,,28876
33647000,BACON ST,SAN BRUNO AVE,,,,SAN BRUNO AVE intersection,,5795
33649000,ELMIRA ST,SHAFTER AVE,,,,SHAFTER AVE intersection,,12403
33649000,SHAFTER AVE,ELMIRA ST,,,,ELMIRA ST intersection,,29847
33650000,SALINAS AVE,KEITH ST,,,,KEITH ST intersection,,28731
33650000,KEITH ST,SALINAS AVE,,,,SALINAS AVE intersection,,19454
33651000,DELLBROOK AVE,PALO ALTO AVE,,,,PALO ALTO AVE intersection,,11103
33651000,PALO ALTO AVE,DELLBROOK AVE,,,,DELLBROOK AVE intersection,,25928
33652000,UNNAMED 080,END,,,,END intersection,,32688
33653000,20TH ST,END,,,,END intersection,,2205
33655000,22ND ST,END,,,,END intersection,,2486
33656000,YELLOW CAB ACCESS ROAD,MISSOURI ST,,,,MISSOURI ST intersection,,34727
33656000,MISSOURI ST,YELLOW CAB ACCESS ROAD,,,,YELLOW CAB ACCESS ROAD intersection,,23438
33657000,26TH ST,VERMONT ST,,,,VERMONT ST intersection,,3212
33657000,VERMONT ST,26TH ST,,,,26TH ST intersection,,33374
33661000,ALEMANY BLVD,ALEMANY BLVD OFF RAMP,,,,ALEMANY BLVD OFF RAMP intersection,,4594
33661000,ALEMANY BLVD OFF RAMP,ALEMANY BLVD,,,,ALEMANY BLVD intersection,,4734
33662000,PUTNAM ST,CRESCENT AVE,,,,CRESCENT AVE intersection,,27422
33662000,CRESCENT AVE,PUTNAM ST,,,,PUTNAM ST intersection,,10564
33663000,ALEMANY BLVD OFF RAMP,CRESCENT AVE,,,,CRESCENT AVE intersection,,4736
33663000,CRESCENT AVE,ALEMANY BLVD OFF RAMP,,,,ALEMANY BLVD OFF RAMP intersection,,10566
33666000,RUTLEDGE ST,FRANCONIA ST,,,,FRANCONIA ST intersection,,28493
33666000,FRANCONIA ST,RUTLEDGE ST,,,,RUTLEDGE ST intersection,,13832
33667000,JUSTIN DR,END,,,,END intersection,,19282
33668000,JUSTIN DR,END,,,,END intersection,,19284
33669000,ALEMANY BLVD,END,,,,END intersection,,4607
33673000,MARENGO ST,BAY SHORE BLVD,,,,BAY SHORE BLVD intersection,,21883
33673000,BAY SHORE BLVD,MARENGO ST,,,,MARENGO ST intersection,,6284
33674000,BAY SHORE BLVD,INDUSTRIAL ST \ INDUSTRIAL ST ON RAMP,,,,INDUSTRIAL ST \ INDUSTRIAL ST ON RAMP intersection,,6286
33674000,INDUSTRIAL ST ON RAMP,BAY SHORE BLVD \ INDUSTRIAL ST,,,,BAY SHORE BLVD \ INDUSTRIAL ST intersection,,17999
33674000,INDUSTRIAL ST,BAY SHORE BLVD \ INDUSTRIAL ST ON RAMP,,,,BAY SHORE BLVD \ INDUSTRIAL ST ON RAMP intersection,,17983
33676000,ESMERALDA AVE,END,,,,END intersection,,12540
33677000,DAVENPORT LN,TRUMBULL ST,,,,TRUMBULL ST intersection,,10859
33677000,TRUMBULL ST,DAVENPORT LN,,,,DAVENPORT LN intersection,,32173
33679000,RIDGE CT,ASPEN CT \ SADDLEBACK DR,,,,ASPEN CT \ SADDLEBACK DR intersection,,27985
33679000,SADDLEBACK DR,ASPEN CT \ RIDGE CT,,,,ASPEN CT \ RIDGE CT intersection,,28615
33679000,ASPEN CT,RIDGE CT \ SADDLEBACK DR,,,,RIDGE CT \ SADDLEBACK DR intersection,,5513
33680000,SADDLEBACK DR,RIDGE CT,,,,RIDGE CT intersection,,28613
